,region,level,match,playtime_hours,damage_round,kill_death_ratio,headshot_rate,winrate,win,kast,damage_roun,kills,death,assist,acs,kad_ratio,kill_round_ratio,first_blood,flawless_round,aces,round_win,agent1,agent1_role,agent1_hours,matches1,win_rate1,win_rate1,win_rate1,k/d1,adr1,acs1,average_ddealt_round1,best_map1,map1_wr,agent2,agent2_role,agent2_hours,matches2,win_rate2,win_rate2,win_rate2,k/d2,adr2,acs2,average_ddealt_round2,best_map2,map2_wr,agent3,agent3_role,agent3_hours,matches3,win_rate3,win_rate3,win_rate3,k/d3,adr3,acs3,average_ddealt_round3,best_map3,map3_wr,weapon_name1,weapon_type1,head_rate1,body_rate1,legs_rate1,kills1,weapon_name2,weapon_type2,head_rate2,body_rate2,legs_rate2,kills2,weapon_name3,weapon_type3,head_rate3,body_rate3,legs_rate3,kills3
40,ap,912.0,146.0,75.0,145.6,1.1,29.3,50.7,74.0,76.3,14.0,2308.0,2102.0,1035.0,218.3,1.59,0.8,266.0,139.0,4.0,51.0,Brimstone,Controller,21.0,42.0,61.9,45.7,65.0,1.27,153.7,235.7,31.0,Pearl,71.0,Cypher,Sentinel,21.0,41.0,41.5,54.5,64.0,1.08,141.8,211.0,11.0,Haven,46.0,Chamber,Sentinel,14.0,29.0,51.7,100.0,50.0,1.19,152.4,223.8,22.0,Split,64.0,Vandal,Assault Rifles,42.0,54.0,5.0,1324.0,Phantom,Assault Rifles,41.0,54.0,5.0,275.0,Ghost,Sidearms,52.0,46.0,2.0,124.0
41,ap,237.0,60.0,27.0,,0.61,7.9,88.3,53.0,76.9,41.0,351.0,575.0,311.0,86.4,1.15,0.3,5.0,127.0,0.0,66.9,Killjoy,Sentinel,7.4,16.0,87.5,100.0,100.0,0.63,57.9,83.7,30.0,Pearl,100.0,Clove,Controller,7.8,16.0,81.2,90.3,90.0,0.53,59.7,94.1,60.0,Haven,100.0,Sage,Sentinel,4.7,11.0,100.0,80.0,90.0,0.76,58.5,90.3,27.0,Split,100.0,Vandal,Assault Rifles,15.0,77.0,8.0,80.0,Ares,Heavy Weapons,7.0,66.0,27.0,78.0,Odin,Heavy Weapons,7.0,58.0,35.0,54.0
42,ap,190.0,149.0,80.0,142.2,1.08,23.1,67.1,100.0,72.9,10.0,2301.0,2126.0,885.0,216.8,1.5,0.8,364.0,139.0,2.0,54.0,Reyna,Duelist,23.0,43.0,72.1,63.2,81.8,1.28,166.7,255.2,34.0,Haven,100.0,KAY/O,Initiator,10.0,19.0,68.4,64.3,77.8,1.1,138.8,217.9,10.0,Abyss,75.0,Tejo,Initiator,6.6,15.0,60.0,74.1,76.0,0.88,114.1,174.4,8.0,Fracture,80.0,Vandal,Assault Rifles,31.0,63.0,7.0,1319.0,Guardian,Assault Rifles,67.0,31.0,2.0,169.0,Phantom,Assault Rifles,16.0,74.0,9.0,145.0
43,ap,599.0,157.0,93.0,181.1,1.25,31.3,55.4,87.0,74.8,35.0,3192.0,2558.0,873.0,274.4,1.59,1.0,425.0,123.0,8.0,51.3,Clove,Controller,47.0,81.0,54.3,50.8,75.0,1.18,177.9,270.7,22.0,Split,79.0,Jett,Duelist,30.0,51.0,52.9,83.3,69.6,1.38,190.9,291.4,53.0,Abyss,78.0,Iso,Duelist,5.7,9.0,33.3,54.3,61.9,1.35,208.3,313.7,63.0,Pearl,67.0,Vandal,Assault Rifles,43.0,53.0,4.0,2003.0,Sheriff,Sidearms,62.0,37.0,1.0,247.0,Phantom,Assault Rifles,40.0,56.0,4.0,227.0
44,ap,68.0,65.0,27.0,207.4,1.73,40.0,81.5,53.0,79.5,76.0,1245.0,720.0,244.0,312.5,2.07,1.1,187.0,60.0,4.0,60.5,Iso,Duelist,7.6,20.0,85.0,79.6,100.0,1.92,234.7,339.0,107.0,Fracture,100.0,Jett,Duelist,8.1,17.0,76.5,75.0,100.0,1.56,199.6,304.2,64.0,Haven,75.0,Phoenix,Duelist,4.0,10.0,70.0,88.9,90.9,1.92,224.0,341.2,82.0,Pearl,100.0,Vandal,Assault Rifles,49.0,47.0,4.0,735.0,Guardian,Assault Rifles,68.0,31.0,1.0,130.0,Sheriff,Sidearms,66.0,33.0,1.0,128.0
45,ap,536.0,93.0,47.0,172.7,1.23,30.7,60.2,56.0,76.7,27.0,1750.0,1420.0,521.0,262.2,1.6,0.9,234.0,97.0,10.0,55.4,Clove,Controller,28.0,54.0,59.3,59.3,81.8,1.14,172.6,262.2,16.0,Lotus,73.0,Jett,Duelist,3.5,9.0,66.7,85.0,68.8,1.67,206.7,317.0,74.0,Fracture,100.0,Cypher,Sentinel,4.5,8.0,37.5,40.0,64.3,0.95,126.9,185.3,4.0,Lotus,50.0,Vandal,Assault Rifles,44.0,53.0,3.0,1277.0,Ghost,Sidearms,34.0,63.0,2.0,99.0,Sheriff,Sidearms,52.0,47.0,1.0,97.0
46,ap,299.0,125.0,65.0,160.0,1.18,32.1,57.6,72.0,73.2,19.0,2294.0,1938.0,554.0,249.4,1.47,0.9,395.0,83.0,6.0,51.9,Reyna,Duelist,27.0,52.0,65.4,58.5,73.7,1.27,164.6,256.9,25.0,Lotus,67.0,Iso,Duelist,9.5,18.0,50.0,85.7,60.0,1.47,188.6,293.2,56.0,Abyss,60.0,Yoru,Duelist,7.6,14.0,50.0,33.3,57.9,1.14,167.6,264.5,26.0,Bind,55.0,Vandal,Assault Rifles,53.0,43.0,4.0,1569.0,Ghost,Sidearms,47.0,50.0,3.0,163.0,Sheriff,Sidearms,72.0,27.0,1.0,139.0
47,ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,ap,194.0,136.0,62.0,186.7,1.37,39.4,75.7,103.0,78.9,45.0,2507.0,1835.0,756.0,280.9,1.78,1.0,377.0,153.0,3.0,60.3,Clove,Controller,44.0,98.0,75.5,75.0,95.2,1.25,179.1,269.0,31.0,Pearl,95.0,Reyna,Duelist,7.9,16.0,75.0,70.0,87.5,1.84,216.6,328.7,91.0,Haven,100.0,Gekko,Initiator,5.1,12.0,75.0,100.0,80.0,1.78,206.1,310.5,84.0,Bind,67.0,Vandal,Assault Rifles,51.0,45.0,4.0,1472.0,Guardian,Assault Rifles,67.0,31.0,2.0,372.0,Ghost,Sidearms,50.0,48.0,2.0,270.0
49,ap,273.0,53.0,26.0,177.7,1.26,30.1,60.4,32.0,73.6,38.0,998.0,793.0,293.0,266.2,1.63,0.9,171.0,28.0,1.0,53.1,Iso,Duelist,13.0,26.0,76.9,0.0,80.0,1.38,190.0,281.9,54.0,Fracture,100.0,Raze,Duelist,3.3,8.0,62.5,65.1,77.8,1.47,190.4,300.3,51.0,Lotus,60.0,Yoru,Duelist,2.9,6.0,50.0,66.7,75.0,1.08,150.2,220.3,16.0,Split,50.0,Vandal,Assault Rifles,43.0,53.0,3.0,665.0,Sheriff,Sidearms,52.0,47.0,1.0,74.0,Ghost,Sidearms,52.0,46.0,2.0,70.0
50,ap,406.0,97.0,39.0,173.0,1.42,34.3,82.5,80.0,76.9,49.0,1488.0,1047.0,340.0,260.7,1.75,0.9,198.0,89.0,7.0,60.9,Clove,Controller,9.2,20.0,55.0,88.9,91.7,1.14,171.2,254.5,22.0,Fracture,67.0,Iso,Duelist,4.8,15.0,73.3,100.0,86.7,1.76,222.8,331.8,107.0,Haven,100.0,Jett,Duelist,5.3,14.0,100.0,84.6,85.7,1.9,197.5,309.0,82.0,Split,100.0,Vandal,Assault Rifles,50.0,45.0,5.0,801.0,Phantom,Assault Rifles,40.0,57.0,4.0,160.0,Guardian,Assault Rifles,66.0,32.0,2.0,96.0
51,ap,378.0,145.0,75.0,177.6,1.28,27.3,57.2,83.0,73.9,37.0,2820.0,2205.0,584.0,269.8,1.54,0.9,462.0,124.0,13.0,52.6,Jett,Duelist,32.0,61.0,59.0,60.6,66.7,1.23,176.9,268.1,36.0,Abyss,78.0,Iso,Duelist,20.0,40.0,62.5,44.4,65.2,1.35,185.1,281.2,44.0,Bind,63.0,Raze,Duelist,8.2,16.0,68.8,28.6,60.0,1.29,179.1,273.2,40.0,Split,80.0,Vandal,Assault Rifles,38.0,58.0,4.0,1938.0,Ghost,Sidearms,41.0,56.0,2.0,162.0,Sheriff,Sidearms,54.0,44.0,3.0,138.0
52,ap,362.0,120.0,58.0,148.3,1.26,35.0,66.7,80.0,75.3,25.0,1851.0,1466.0,560.0,225.6,1.64,0.8,219.0,106.0,2.0,57.8,Fade,Initiator,12.0,26.0,73.1,63.6,88.9,1.39,147.1,223.7,35.0,Pearl,45.0,Sova,Initiator,12.0,26.0,88.5,45.8,82.4,1.53,154.5,227.4,51.0,Haven,93.0,Reyna,Duelist,6.7,13.0,61.5,77.8,75.0,1.16,151.5,233.8,10.0,Bind,60.0,Vandal,Assault Rifles,48.0,50.0,3.0,1235.0,Ghost,Sidearms,51.0,45.0,4.0,161.0,Bulldog,Assault Rifles,43.0,53.0,4.0,112.0
53,ap,134.0,118.0,55.0,190.3,1.48,35.0,72.9,86.0,74.5,54.0,2216.0,1502.0,384.0,296.7,1.73,1.0,498.0,152.0,10.0,56.9,Jett,Duelist,33.0,70.0,75.7,71.0,87.5,1.56,201.9,318.7,67.0,Bind,92.0,Reyna,Duelist,13.0,24.0,66.7,87.5,84.6,1.37,184.2,285.0,39.0,Abyss,100.0,Breach,Initiator,1.0,6.0,100.0,100.0,77.8,2.69,159.7,234.1,93.0,Split,100.0,Vandal,Assault Rifles,47.0,48.0,5.0,1302.0,Phantom,Assault Rifles,34.0,59.0,7.0,192.0,Ghost,Sidearms,55.0,43.0,2.0,167.0
54,ap,649.0,78.0,42.0,126.3,0.91,31.0,51.3,40.0,71.2,8.0,1071.0,1174.0,401.0,187.1,1.25,0.7,125.0,49.0,1.0,49.9,Fade,Initiator,8.2,14.0,50.0,54.3,72.7,0.84,121.2,180.3,13.0,Lotus,75.0,Cypher,Sentinel,6.5,13.0,38.5,80.0,63.6,1.0,130.5,196.5,5.0,Abyss,33.0,Skye,Initiator,4.9,10.0,40.0,42.3,61.5,0.9,123.2,187.3,7.0,Split,50.0,Vandal,Assault Rifles,45.0,51.0,4.0,661.0,Sheriff,Sidearms,66.0,34.0,1.0,94.0,Ghost,Sidearms,55.0,44.0,2.0,74.0
55,ap,139.0,86.0,43.0,163.4,1.25,22.5,87.2,75.0,75.2,22.0,1390.0,1113.0,387.0,251.1,1.6,0.9,239.0,100.0,6.0,66.6,Reyna,Duelist,12.0,26.0,96.2,90.2,100.0,1.69,186.7,282.9,56.0,Pearl,100.0,Clove,Controller,11.0,25.0,84.0,84.0,92.9,1.26,180.3,282.0,24.0,Bind,100.0,Jett,Duelist,10.0,18.0,77.8,75.0,90.0,0.98,141.8,218.9,2.0,Split,100.0,Vandal,Assault Rifles,32.0,64.0,5.0,666.0,Phantom,Assault Rifles,29.0,67.0,5.0,267.0,Ghost,Sidearms,34.0,62.0,4.0,134.0
56,ap,169.0,139.0,74.0,144.7,1.01,29.6,54.7,76.0,68.7,2.0,2266.0,2252.0,494.0,221.6,1.23,0.8,400.0,107.0,6.0,51.6,Jett,Duelist,41.0,74.0,50.0,56.5,82.4,1.02,145.5,222.7,0.0,Abyss,71.0,Neon,Duelist,12.0,26.0,61.5,16.7,66.7,1.02,148.9,237.5,3.0,Lotus,56.0,Reyna,Duelist,7.4,13.0,61.5,50.0,65.0,0.94,128.8,186.4,12.0,Pearl,100.0,Vandal,Assault Rifles,43.0,55.0,3.0,1382.0,Ghost,Sidearms,47.0,51.0,2.0,207.0,Phantom,Assault Rifles,33.0,62.0,5.0,118.0
57,ap,30.0,112.0,49.0,188.1,1.33,38.4,78.6,88.0,73.1,48.0,1931.0,1448.0,330.0,281.3,1.56,1.0,430.0,85.0,6.0,57.8,Reyna,Duelist,19.0,38.0,65.8,77.7,86.7,1.34,187.9,282.8,46.0,Pearl,75.0,Jett,Duelist,14.0,34.0,91.2,50.0,83.3,1.35,194.0,289.3,53.0,Haven,100.0,Iso,Duelist,6.4,13.0,69.2,91.7,83.3,1.4,205.9,305.1,66.0,Abyss,75.0,Vandal,Assault Rifles,51.0,47.0,2.0,1148.0,Ghost,Sidearms,48.0,50.0,1.0,208.0,Guardian,Assault Rifles,69.0,29.0,1.0,168.0
58,ap,54.0,70.0,29.0,177.3,1.43,33.9,78.6,55.0,75.4,45.0,1173.0,821.0,213.0,272.7,1.69,1.0,163.0,46.0,5.0,57.3,Reyna,Duelist,14.0,28.0,71.4,71.1,100.0,1.57,194.6,298.4,61.0,Lotus,100.0,Clove,Controller,6.4,22.0,90.9,90.9,92.3,0.99,117.9,180.5,5.0,Split,100.0,Jett,Duelist,3.6,7.0,71.4,80.0,90.9,1.63,209.4,331.4,76.0,Pearl,100.0,Vandal,Assault Rifles,38.0,55.0,7.0,430.0,Phantom,Assault Rifles,32.0,59.0,9.0,316.0,Sheriff,Sidearms,80.0,19.0,1.0,138.0
59,ap,55.0,71.0,36.0,155.9,1.1,37.8,54.9,39.0,72.8,14.0,1209.0,1097.0,258.0,240.2,1.34,0.8,249.0,52.0,1.0,51.9,Jett,Duelist,9.8,19.0,47.4,58.1,84.6,1.16,169.9,271.2,17.0,Split,50.0,Iso,Duelist,6.7,13.0,69.2,50.0,55.6,1.14,173.6,255.4,29.0,Fracture,100.0,Reyna,Duelist,5.3,9.0,55.6,40.0,55.6,1.25,176.4,273.6,37.0,Fracture,100.0,Vandal,Assault Rifles,49.0,47.0,4.0,736.0,Sheriff,Sidearms,67.0,32.0,1.0,135.0,Guardian,Assault Rifles,72.0,25.0,3.0,78.0
60,ap,59.0,74.0,34.0,185.4,1.56,31.3,81.1,60.0,79.0,57.0,1380.0,884.0,245.0,287.1,1.84,1.0,303.0,86.0,7.0,65.1,Jett,Duelist,25.0,57.0,91.2,46.2,100.0,1.81,207.8,323.2,81.0,Bind,100.0,Sova,Initiator,2.5,5.0,40.0,66.7,90.0,0.72,110.8,155.7,32.0,Haven,33.0,Gekko,Initiator,2.0,4.0,25.0,0.0,80.0,0.86,109.7,169.9,29.0,Pearl,0.0,Vandal,Assault Rifles,43.0,55.0,1.0,597.0,Phantom,Assault Rifles,38.0,59.0,3.0,284.0,Sheriff,Sidearms,47.0,51.0,2.0,139.0
61,ap,172.0,177.0,96.0,140.7,1.02,20.8,55.4,98.0,70.9,3.0,2893.0,2833.0,726.0,221.8,1.28,0.8,433.0,140.0,3.0,51.6,Raze,Duelist,46.0,86.0,65.1,59.0,75.0,1.11,147.7,238.3,5.0,Split,74.0,Jett,Duelist,10.0,20.0,45.0,50.0,69.2,0.96,136.4,209.4,12.0,Haven,60.0,Sova,Initiator,7.8,13.0,53.8,46.4,60.7,0.91,124.4,183.5,14.0,Haven,64.0,Vandal,Assault Rifles,55.0,42.0,2.0,1193.0,Judge,Shotguns,10.0,78.0,12.0,669.0,Ghost,Sidearms,55.0,41.0,3.0,234.0
62,ap,418.0,58.0,31.0,169.7,1.26,27.4,58.6,34.0,73.5,36.0,1111.0,879.0,234.0,260.1,1.53,0.9,177.0,41.0,1.0,51.7,Raze,Duelist,12.0,22.0,77.3,64.0,75.0,1.4,181.1,278.7,53.0,Split,88.0,Jett,Duelist,9.4,19.0,52.6,20.0,70.0,1.28,165.9,254.3,31.0,Pearl,67.0,Neon,Duelist,3.8,7.0,57.1,0.0,66.7,1.21,176.1,271.7,34.0,Abyss,67.0,Vandal,Assault Rifles,43.0,54.0,3.0,575.0,Phantom,Assault Rifles,33.0,63.0,3.0,106.0,Ghost,Sidearms,48.0,51.0,1.0,83.0
63,ap,63.0,52.0,18.0,176.7,1.66,36.7,84.6,44.0,76.1,61.0,758.0,458.0,212.0,273.7,2.12,1.0,114.0,29.0,5.0,63.1,Breach,Initiator,7.1,24.0,91.7,83.3,100.0,1.73,171.3,262.5,59.0,Pearl,100.0,Neon,Duelist,2.0,6.0,83.3,50.0,100.0,2.14,231.5,379.1,107.0,Bind,100.0,Jett,Duelist,3.0,6.0,100.0,92.3,83.3,2.04,209.8,332.2,94.0,Haven,100.0,Vandal,Assault Rifles,58.0,36.0,6.0,494.0,Ghost,Sidearms,65.0,33.0,2.0,61.0,Sheriff,Sidearms,75.0,18.0,8.0,33.0
64,ap,612.0,111.0,60.0,145.8,1.13,28.6,58.6,65.0,72.9,21.0,1730.0,1525.0,678.0,214.2,1.58,0.7,187.0,86.0,1.0,52.2,Sova,Initiator,23.0,42.0,66.7,55.6,85.7,1.2,151.7,220.5,33.0,Abyss,92.0,Skye,Initiator,9.0,17.0,58.8,43.8,71.4,1.14,136.5,204.2,18.0,Split,60.0,Tejo,Initiator,9.1,17.0,41.2,60.7,64.3,1.0,143.0,205.2,7.0,Lotus,50.0,Vandal,Assault Rifles,42.0,56.0,3.0,974.0,Phantom,Assault Rifles,37.0,57.0,6.0,171.0,Sheriff,Sidearms,45.0,52.0,3.0,160.0
65,ap,298.0,98.0,50.0,165.7,1.22,33.5,68.4,67.0,76.7,24.0,1840.0,1512.0,612.0,255.2,1.62,0.9,264.0,86.0,11.0,55.9,Clove,Controller,24.0,48.0,68.8,50.0,78.6,1.2,177.6,275.2,24.0,Bind,78.0,Omen,Controller,9.3,20.0,75.0,68.4,73.3,1.29,158.2,246.5,33.0,Lotus,89.0,Astra,Controller,5.9,11.0,54.5,100.0,70.0,1.13,150.9,223.3,20.0,Abyss,50.0,Vandal,Assault Rifles,43.0,53.0,4.0,1298.0,Ghost,Sidearms,48.0,49.0,3.0,168.0,Sheriff,Sidearms,69.0,30.0,1.0,116.0
66,ap,82.0,124.0,64.0,160.0,1.17,36.4,69.4,86.0,73.0,17.0,2290.0,1957.0,443.0,260.8,1.4,0.9,594.0,93.0,6.0,53.3,Jett,Duelist,32.0,64.0,73.4,78.6,77.8,1.32,171.1,282.3,33.0,Lotus,86.0,Reyna,Duelist,7.9,15.0,66.7,25.0,71.4,1.24,167.3,268.4,20.0,Split,75.0,Neon,Duelist,8.7,15.0,73.3,72.2,71.4,0.9,141.8,236.8,12.0,Fracture,80.0,Vandal,Assault Rifles,59.0,36.0,5.0,1434.0,Ghost,Sidearms,56.0,42.0,2.0,152.0,Sheriff,Sidearms,77.0,20.0,3.0,110.0
67,ap,60.0,138.0,70.0,202.2,1.83,32.9,79.0,109.0,79.2,81.0,3059.0,1676.0,559.0,312.0,2.16,1.1,423.0,133.0,15.0,60.0,Iso,Duelist,11.0,27.0,85.2,84.0,94.7,2.01,230.5,352.0,108.0,Lotus,100.0,Jett,Duelist,12.0,24.0,87.5,84.2,85.0,2.03,225.4,351.8,100.0,Abyss,100.0,Reyna,Duelist,6.9,14.0,92.9,63.6,80.0,2.17,228.6,348.2,102.0,Lotus,100.0,Vandal,Assault Rifles,48.0,48.0,3.0,1654.0,Guardian,Assault Rifles,59.0,37.0,5.0,222.0,Sheriff,Sidearms,46.0,50.0,4.0,208.0
68,ap,97.0,53.0,12.0,144.9,1.81,23.8,96.2,51.0,80.9,53.0,492.0,272.0,75.0,227.2,2.08,0.9,53.0,68.0,4.0,77.7,Neon,Duelist,10.0,46.0,97.8,97.9,100.0,1.77,142.9,224.4,51.0,Bind,100.0,Breach,Initiator,1.4,4.0,75.0,80.0,100.0,1.88,176.2,264.8,68.0,Pearl,100.0,Gekko,Initiator,0.4,1.0,100.0,100.0,100.0,1.88,105.9,187.3,35.0,Pearl,100.0,Operator,Sniper Rifles,4.0,95.0,1.0,111.0,Vandal,Assault Rifles,84.0,13.0,3.0,99.0,Outlaw,Sniper Rifles,5.0,89.0,6.0,65.0
69,ap,78.0,52.0,15.0,245.6,2.37,21.3,98.1,51.0,83.1,125.0,977.0,412.0,153.0,393.5,2.74,1.4,216.0,86.0,6.0,78.3,Neon,Duelist,9.8,32.0,100.0,98.0,100.0,2.18,225.4,380.3,102.0,Abyss,100.0,Iso,Duelist,2.5,9.0,100.0,100.0,100.0,2.69,288.0,400.1,168.0,Pearl,100.0,Jett,Duelist,1.9,7.0,85.7,,100.0,3.13,292.7,470.5,180.0,Split,100.0,Judge,Shotguns,6.0,84.0,10.0,233.0,Guardian,Assault Rifles,86.0,14.0,0.0,154.0,Vandal,Assault Rifles,53.0,44.0,3.0,154.0
70,ap,343.0,46.0,25.0,139.3,1.08,26.4,71.7,33.0,71.7,13.0,686.0,637.0,270.0,202.4,1.5,0.7,60.0,35.0,0.0,58.1,Cypher,Sentinel,7.5,16.0,81.2,72.7,83.3,1.26,144.7,206.7,28.0,Haven,100.0,Reyna,Duelist,4.3,7.0,85.7,63.6,83.3,1.15,165.9,235.2,29.0,Lotus,100.0,Skye,Initiator,3.4,6.0,66.7,50.0,80.0,1.08,128.8,183.6,15.0,Bind,50.0,Vandal,Assault Rifles,36.0,60.0,4.0,445.0,Phantom,Assault Rifles,31.0,63.0,6.0,75.0,Ghost,Sidearms,52.0,46.0,1.0,48.0
71,ap,513.0,71.0,38.0,158.0,1.22,34.0,54.9,39.0,74.5,25.0,1283.0,1050.0,342.0,241.6,1.55,0.9,137.0,49.0,3.0,51.1,Tejo,Initiator,18.0,34.0,55.9,56.3,62.5,1.22,158.4,240.2,23.0,Abyss,100.0,Deadlock,Sentinel,4.1,7.0,42.9,62.5,61.5,1.11,136.5,215.2,9.0,Split,50.0,Cypher,Sentinel,3.2,6.0,66.7,50.0,57.1,1.1,145.1,224.3,16.0,Pearl,50.0,Vandal,Assault Rifles,53.0,43.0,4.0,629.0,Phantom,Assault Rifles,43.0,52.0,5.0,273.0,Ghost,Sidearms,51.0,46.0,3.0,94.0
72,ap,293.0,163.0,90.0,162.2,1.13,28.8,52.8,86.0,74.9,14.0,3056.0,2712.0,863.0,250.4,1.45,0.9,448.0,112.0,7.0,51.1,Clove,Controller,30.0,55.0,43.6,50.0,69.0,0.98,161.9,249.5,2.0,Bind,60.0,Jett,Duelist,22.0,40.0,62.5,60.4,59.1,1.26,160.0,252.0,23.0,Haven,78.0,Iso,Duelist,12.0,22.0,59.1,44.8,55.6,1.28,178.1,273.3,32.0,Abyss,46.0,Vandal,Assault Rifles,45.0,51.0,4.0,1828.0,Sheriff,Sidearms,57.0,41.0,1.0,250.0,Operator,Sniper Rifles,4.0,95.0,1.0,166.0
73,ap,683.0,117.0,65.0,145.2,1.09,26.2,52.1,61.0,70.9,9.0,1979.0,1819.0,542.0,223.5,1.39,0.8,273.0,88.0,2.0,50.0,Neon,Duelist,19.0,35.0,65.7,37.5,66.7,1.13,147.1,234.3,9.0,Pearl,83.0,Clove,Controller,7.2,13.0,46.2,57.7,53.3,1.05,161.4,245.7,2.0,Split,60.0,Chamber,Sentinel,7.4,13.0,46.2,46.7,53.3,1.14,141.5,220.0,8.0,Fracture,50.0,Vandal,Assault Rifles,41.0,56.0,3.0,1107.0,Ghost,Sidearms,44.0,54.0,2.0,156.0,Sheriff,Sidearms,46.0,51.0,2.0,120.0
74,ap,279.0,137.0,75.0,148.9,1.05,28.3,54.7,75.0,71.9,11.0,2216.0,2101.0,673.0,223.5,1.38,0.8,388.0,102.0,4.0,51.3,Jett,Duelist,20.0,36.0,63.9,59.6,66.7,1.15,155.9,236.8,21.0,Fracture,73.0,Reyna,Duelist,13.0,25.0,60.0,38.5,65.0,1.14,149.1,224.5,18.0,Split,67.0,Clove,Controller,10.0,19.0,42.1,45.0,57.1,0.99,153.8,232.1,0.0,Haven,25.0,Vandal,Assault Rifles,46.0,49.0,5.0,1121.0,Sheriff,Sidearms,53.0,43.0,3.0,175.0,Ghost,Sidearms,45.0,53.0,2.0,169.0
75,ap,472.0,203.0,115.0,150.7,1.01,19.2,56.7,115.0,73.3,7.0,3399.0,3351.0,1427.0,231.4,1.44,0.8,543.0,142.0,3.0,51.4,Clove,Controller,26.0,47.0,63.8,57.7,70.6,0.93,155.6,240.0,4.0,Lotus,88.0,Raze,Duelist,18.0,35.0,54.3,56.4,64.3,1.05,159.3,242.4,15.0,Lotus,73.0,Yoru,Duelist,10.0,18.0,55.6,52.4,60.0,0.94,147.9,224.1,1.0,Bind,67.0,Vandal,Assault Rifles,33.0,63.0,3.0,1299.0,Phantom,Assault Rifles,28.0,65.0,7.0,838.0,Ghost,Sidearms,34.0,62.0,4.0,197.0
76,ap,496.0,151.0,80.0,168.9,1.17,41.1,57.0,86.0,74.4,17.0,2977.0,2539.0,680.0,259.0,1.44,0.9,391.0,117.0,8.0,52.7,Clove,Controller,34.0,64.0,57.8,56.6,66.7,1.07,169.3,261.0,5.0,Bind,79.0,Jett,Duelist,17.0,34.0,64.7,50.0,62.5,1.24,162.9,248.8,21.0,Lotus,83.0,Reyna,Duelist,14.0,25.0,44.0,57.8,62.5,1.27,176.0,268.1,31.0,Abyss,67.0,Vandal,Assault Rifles,59.0,40.0,2.0,1896.0,Sheriff,Sidearms,52.0,47.0,1.0,274.0,Ghost,Sidearms,52.0,47.0,1.0,186.0
77,ap,173.0,110.0,58.0,135.7,0.94,24.9,56.4,62.0,73.8,11.0,1662.0,1768.0,715.0,206.5,1.34,0.7,125.0,75.0,3.0,51.7,Clove,Controller,31.0,61.0,57.4,54.5,64.7,0.93,143.4,218.4,12.0,Haven,80.0,Tejo,Initiator,10.0,19.0,57.9,57.4,64.3,1.01,128.4,190.1,5.0,Split,100.0,Neon,Duelist,6.5,12.0,58.3,52.4,63.2,0.91,132.1,208.9,20.0,Lotus,75.0,Vandal,Assault Rifles,40.0,56.0,5.0,963.0,Phantom,Assault Rifles,36.0,61.0,3.0,160.0,Classic,Sidearms,39.0,59.0,1.0,134.0
78,ap,175.0,133.0,71.0,152.6,1.01,27.8,48.9,65.0,69.2,2.0,2285.0,2263.0,597.0,233.0,1.27,0.8,378.0,97.0,6.0,49.9,Neon,Duelist,29.0,56.0,44.6,63.6,60.0,1.0,151.5,237.9,0.0,Lotus,60.0,Sage,Sentinel,5.9,10.0,80.0,44.3,58.8,1.05,152.5,226.4,3.0,Split,100.0,Raze,Duelist,4.8,9.0,66.7,50.0,57.9,0.97,155.0,227.3,9.0,Split,50.0,Vandal,Assault Rifles,46.0,50.0,4.0,1226.0,Sheriff,Sidearms,50.0,48.0,2.0,167.0,Phantom,Assault Rifles,42.0,52.0,5.0,130.0
79,ap,538.0,151.0,84.0,145.9,1.05,30.9,53.0,80.0,71.1,5.0,2494.0,2372.0,546.0,220.0,1.28,0.8,399.0,109.0,8.0,50.2,Jett,Duelist,54.0,100.0,52.0,28.6,70.6,1.07,148.1,224.5,8.0,Haven,57.0,Raze,Duelist,17.0,29.0,62.1,54.0,63.2,1.05,145.0,216.8,4.0,Fracture,63.0,Cypher,Sentinel,3.1,6.0,33.3,66.7,60.9,1.23,144.9,211.8,19.0,Haven,50.0,Vandal,Assault Rifles,47.0,49.0,4.0,1174.0,Operator,Sniper Rifles,9.0,89.0,2.0,232.0,Sheriff,Sidearms,51.0,49.0,1.0,225.0
80,ap,219.0,97.0,47.0,186.2,1.45,21.5,74.2,72.0,77.2,51.0,1953.0,1345.0,526.0,292.0,1.84,1.0,344.0,98.0,8.0,57.7,Jett,Duelist,9.2,19.0,84.2,80.0,92.9,1.47,184.7,292.1,52.0,Haven,100.0,Iso,Duelist,6.6,14.0,78.6,73.7,80.0,1.7,231.7,338.2,96.0,Pearl,100.0,Tejo,Initiator,5.5,11.0,81.8,55.6,78.6,1.43,174.6,267.6,46.0,Pearl,100.0,Vandal,Assault Rifles,33.0,62.0,5.0,1039.0,Phantom,Assault Rifles,27.0,67.0,6.0,164.0,Ghost,Sidearms,42.0,57.0,1.0,128.0
